index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
0,2022-07-22-13:44:12,-78,-76,-88,100,-79,-82,-89,-92,-82,-96,-90,-88,-87,-80,100,-80,-76,-82,100,100,100,100,100,-83,-82,31
1,2022-07-22-13:44:17,-78,-59,-78,100,-67,-80,-86,-92,-69,100,-96,-86,-70,-80,100,-74,-71,-79,100,100,100,100,100,-71,-76,31
2,2022-07-22-13:44:22,100,100,-79,100,-71,-76,-88,100,100,100,-94,100,-78,-82,100,-69,100,100,100,100,100,100,100,-71,-80,31
3,2022-07-22-13:44:27,-80,-72,-89,100,-68,-78,100,100,-80,100,100,-81,-86,-77,100,-68,-75,-80,100,100,100,100,100,-70,-76,31
4,2022-07-22-13:44:32,-77,-59,-81,100,-69,-80,-87,-90,-68,100,100,-82,-69,-82,100,-71,-77,-82,100,100,100,100,100,-70,-75,31
5,2022-07-22-13:44:37,-94,-66,-90,100,-83,-77,-85,100,-82,100,100,-82,-85,-76,100,-82,-77,-80,100,100,100,100,100,-80,-74,31
6,2022-07-22-13:44:42,100,-72,100,100,-85,-77,100,100,100,100,100,100,-86,-78,100,-81,-74,-83,100,100,100,100,100,-80,-75,31
7,2022-07-22-13:44:47,-77,-60,-85,100,-69,-81,-86,100,-66,100,100,-82,-71,-78,100,-82,-73,-79,100,100,100,100,100,-79,-73,31
8,2022-07-22-13:44:52,-82,-72,-78,100,-86,-77,100,100,-67,100,100,-92,-69,-76,100,-68,-74,-82,100,100,100,100,100,-80,-75,31
9,2022-07-22-13:44:57,-77,-60,-85,100,-70,-81,-86,-90,-66,100,100,-82,-71,-84,100,-71,-73,-79,100,100,100,100,100,-70,-73,31
10,2022-07-22-13:45:02,-76,-60,-85,100,-70,-81,-86,100,-66,100,100,-82,100,-78,100,-71,-73,-79,100,100,100,100,100,-70,-73,31
11,2022-07-22-13:45:07,-82,-57,-78,100,-71,100,-89,-90,-67,100,-95,100,-69,-84,100,-68,-74,-78,100,100,100,100,100,-68,-75,31
12,2022-07-22-13:45:12,-79,-72,-85,100,-88,-78,-86,100,-66,100,100,-82,-70,-76,100,-71,-73,-78,100,100,100,100,100,-79,-75,31
13,2022-07-22-13:45:17,-82,-57,-78,100,-71,-78,-89,100,-67,100,100,-81,-85,-84,100,-68,-74,-82,100,100,100,100,100,-68,-75,31
14,2022-07-22-13:45:22,-82,-57,-78,100,-73,-77,-88,-91,-67,100,-94,100,-69,-83,100,-68,-74,-78,100,100,100,100,100,-68,-75,31
15,2022-07-22-13:45:27,-93,-72,-87,100,-86,-77,100,100,-86,100,100,-81,-86,-76,100,-81,-74,-82,100,100,100,100,100,-80,-75,31
16,2022-07-22-13:45:32,-82,-58,-78,100,-71,-77,-86,100,-67,100,100,-81,-69,-84,100,-68,-73,-78,100,100,100,100,100,-68,-75,31
17,2022-07-22-13:45:37,-92,-72,-87,100,-87,-77,-87,100,-66,100,100,-81,-85,-76,100,-72,-75,-81,100,100,100,100,100,-78,-75,31
18,2022-07-22-13:45:42,-95,-71,-87,100,-86,-77,-96,100,-85,100,100,-82,-85,-76,100,-82,-74,-81,100,100,100,100,100,-79,-75,31
19,2022-07-22-13:45:47,-77,-60,-85,100,-72,-81,-87,100,-66,100,100,-82,-71,-78,100,-71,-73,-78,100,100,100,100,100,-70,-72,31
20,2022-07-22-13:45:52,-94,-72,-87,100,-87,-77,100,100,-87,100,100,-81,-85,-76,100,-82,-74,-80,100,100,100,100,100,-79,-75,31
21,2022-07-22-13:45:57,-82,-60,-78,100,-70,-81,-89,-91,-67,100,100,-91,-69,-84,100,-68,-73,-79,100,100,100,100,100,-69,-72,31
22,2022-07-22-13:46:02,-77,-60,-85,100,-71,-82,-86,100,-66,100,100,-82,-71,-78,100,-71,-73,-79,100,100,100,100,100,-70,-72,31
23,2022-07-22-13:46:07,-82,-57,-78,100,-71,-77,-89,100,-66,100,100,100,-69,-84,100,-68,-74,-79,100,100,100,100,100,-68,-75,31
24,2022-07-22-13:46:12,-77,-60,-85,100,-70,-81,-87,100,-66,100,100,-82,-70,-81,100,-71,-73,-78,100,100,100,100,100,-70,-73,31
25,2022-07-22-13:46:17,-93,-72,-87,100,-86,-77,-87,-89,-87,100,100,-81,-86,-76,100,-82,-74,-82,100,100,100,100,100,-79,-75,31
26,2022-07-22-13:46:22,-82,-57,100,100,-71,-77,-89,-91,-67,100,100,100,-69,-83,100,-68,-74,-78,100,100,100,100,100,-69,-75,31
27,2022-07-22-13:46:27,-94,-72,-87,100,-86,-78,100,100,-88,100,100,-83,-85,-76,100,-82,-74,-82,100,100,100,100,100,-79,-75,31
28,2022-07-22-13:46:32,-83,-58,-78,100,-71,-77,-89,100,-67,100,100,-94,-69,-84,100,-68,-74,-78,100,100,100,100,100,-69,-75,31
29,2022-07-22-13:46:37,-77,-60,-84,100,-70,-81,-87,100,-66,100,100,-82,-69,-78,100,-71,-73,-79,100,100,100,100,100,-70,-73,31
30,2022-07-22-13:46:42,-94,-72,-86,100,-86,-77,-86,100,-86,100,100,-81,-88,-76,100,-82,-74,-81,100,100,100,100,100,-79,-76,31
31,2022-07-22-13:46:47,-77,-60,-85,100,100,100,-87,100,-66,100,100,100,-71,-77,100,100,-73,-78,100,100,100,100,100,100,-72,31
32,2022-07-22-13:46:52,-94,-72,-87,100,-86,-77,-96,100,-86,100,100,-80,-86,-75,100,-82,-74,-81,100,100,100,100,100,-79,-75,31
33,2022-07-22-13:46:57,-81,-58,-78,100,-71,-76,-88,-96,-66,100,100,-88,-69,-80,100,-68,-74,-76,100,100,100,100,100,-68,-73,31
34,2022-07-22-13:47:02,-77,-60,-85,100,-70,-79,-87,100,-66,100,100,-82,-70,-78,100,-72,-73,-79,100,100,100,100,100,-71,-74,31
35,2022-07-22-13:47:07,-80,100,-79,100,-71,100,100,100,100,100,100,-88,-69,100,100,100,100,100,100,100,100,100,100,-69,-75,31
36,2022-07-22-13:47:12,-77,-60,-79,100,-70,-81,-89,-92,-66,100,100,-82,-70,-78,100,-71,-73,-79,100,100,100,100,100,-69,-73,31
37,2022-07-22-13:47:17,-95,-72,-87,100,-86,-77,-96,100,-66,100,100,-81,-86,-76,100,-81,-74,-81,100,100,100,100,100,-79,-75,31
38,2022-07-22-13:47:22,-82,-57,-79,100,-71,-76,-88,-91,-67,100,100,-81,-69,-84,100,-68,-74,-79,100,100,100,100,100,-68,-75,31
39,2022-07-22-13:47:27,100,-57,-79,100,100,-77,100,-91,-86,100,100,-81,-69,-83,100,100,-74,-81,100,100,100,100,100,-78,-75,31
40,2022-07-22-13:47:32,-82,-57,-78,100,-86,-77,-95,100,-86,100,100,-81,-69,-76,100,-68,-74,-78,100,100,100,100,100,-68,-75,31
41,2022-07-22-13:47:37,-77,-60,-85,100,-70,-81,-87,-90,-66,100,-96,-82,-70,-84,100,-71,-73,-79,100,100,100,100,100,-70,-73,31
42,2022-07-22-13:47:42,-91,-72,-86,100,-87,-77,-87,100,-86,100,100,-81,-86,-76,100,-82,-74,-81,100,100,100,100,100,-78,-75,31
43,2022-07-22-13:47:47,100,-72,-87,100,-86,-77,100,100,-87,100,100,-81,-85,-76,100,-82,100,100,100,100,100,100,100,-79,-75,31
44,2022-07-22-13:47:52,-94,-72,-85,100,-87,-77,-97,100,-66,100,100,-81,-85,-75,100,-82,-73,-78,100,100,100,100,100,-79,-75,31
45,2022-07-22-13:47:57,-82,-57,-78,100,-71,-77,-89,-91,-67,100,100,-81,-69,-84,100,-68,-74,-78,100,100,100,100,100,-68,-75,31
46,2022-07-22-13:48:02,-77,-60,-79,100,-71,-81,-87,100,-66,100,100,-82,-70,-78,100,-71,-73,-79,100,100,100,100,100,-70,-72,31
47,2022-07-22-13:48:07,100,-60,-85,100,100,-80,100,100,-66,100,100,-82,-70,100,100,-71,-73,100,100,100,100,100,100,-73,-73,31
48,2022-07-22-13:48:12,-77,-58,-79,100,-70,-77,-87,100,-66,100,100,100,-69,-84,100,-71,-74,-78,100,100,100,100,100,-70,-75,31
49,2022-07-22-13:48:17,-93,-73,-87,100,100,-77,-86,100,-87,100,100,-81,-85,-76,100,-82,-74,-81,100,100,100,100,100,-79,-75,31
50,2022-07-22-13:48:22,-82,-57,-79,100,-71,-77,-88,100,100,100,100,-80,-69,-84,100,-68,-74,-78,100,100,100,100,100,-69,-76,31
51,2022-07-22-13:48:27,-82,-57,-79,100,-73,-77,100,-91,-67,100,-96,100,-69,-83,100,-68,-74,100,100,100,100,100,100,-69,-75,31
52,2022-07-22-13:48:32,-93,-72,-87,100,-86,-77,100,100,-87,100,100,-80,-85,-76,100,-82,-74,-82,100,100,100,100,100,-79,-75,31
53,2022-07-22-13:48:37,-77,-60,-85,100,-72,-81,-90,-90,-67,100,100,-91,-71,-78,100,-68,-73,-78,100,100,100,100,100,-70,-72,31
54,2022-07-22-13:48:42,-77,-72,-88,100,-87,-77,-86,100,-66,100,100,-81,-86,-76,100,-71,-73,-82,100,100,100,100,100,-78,-75,31
55,2022-07-22-13:48:47,-93,-72,-87,100,100,-78,-96,100,-87,100,100,-81,-86,-76,100,-81,-74,-81,100,100,100,100,100,-78,-75,31
56,2022-07-22-13:48:52,-77,-60,-85,100,-70,-82,-85,100,-66,100,100,-82,-70,-78,100,-71,-73,-78,100,100,100,100,100,-70,-73,31
57,2022-07-22-13:48:57,-92,-72,-87,100,-71,-77,100,100,-86,100,100,-81,-85,-84,100,-82,-74,-81,100,100,100,100,100,-78,-75,31
58,2022-07-22-13:49:02,-82,-60,-85,100,-70,-77,-87,100,-66,100,100,-82,-70,-78,100,-68,-73,-78,100,100,100,100,100,-70,-72,31
59,2022-07-22-13:49:07,-77,-60,-85,100,-70,-81,-88,100,-66,100,100,-82,-71,-78,100,-71,100,-77,100,100,100,100,100,-70,-73,31
